dt_referencia,merchant_id,cluster,frn_id
2024-07-01,MRC_00062,PRE_CHURN,FRN_075
2024-07-01,MRC_00063,ATIVO,FRN_410
2024-07-01,MRC_00064,PRE_CHURN,FRN_492
2024-07-01,MRC_00065,ATIVO,FRN_379
2024-07-01,MRC_00066,ATIVO,FRN_077
2024-07-01,MRC_00067,ATIVO,FRN_243
2024-07-01,MRC_00068,ATIVO,FRN_413
2024-07-01,MRC_00069,PRE_CHURN,FRN_005
2024-07-01,MRC_00070,PRE_CHURN,FRN_091
2024-07-01,MRC_00071,ATIVO,FRN_216
2024-07-01,MRC_00072,PRE_CHURN,FRN_256
2024-07-01,MRC_00073,ATIVO,FRN_069
2024-07-01,MRC_00074,CHURN,FRN_458
2024-07-01,MRC_00075,CHURN,FRN_435
2024-07-01,MRC_00076,ATIVO,FRN_323
2024-07-01,MRC_00077,ATIVO,FRN_265
2024-07-01,MRC_00078,PRE_CHURN,FRN_274
2024-07-01,MRC_00079,ATIVO,FRN_369
2024-07-01,MRC_00080,CHURN,FRN_162
2024-07-01,MRC_00081,PRE_CHURN,FRN_403
2024-07-01,MRC_00082,PRE_CHURN,FRN_250
2024-07-01,MRC_00083,ATIVO,FRN_154
2024-07-01,MRC_00084,ATIVO,FRN_129
2024-07-01,MRC_00085,ATIVO,FRN_288
2024-07-01,MRC_00086,ATIVO,FRN_440
2024-07-01,MRC_00087,ATIVO,FRN_291
2024-07-01,MRC_00088,CHURN,FRN_025
2024-07-01,MRC_00089,ATIVO,FRN_204
2024-07-01,MRC_00090,CHURN,FRN_051
2024-07-01,MRC_00091,REATIVADO,FRN_354
2024-07-01,MRC_00092,REATIVADO,FRN_084
2024-07-01,MRC_00093,ATIVO,FRN_031
2024-07-01,MRC_00094,ATIVO,FRN_111
2024-07-01,MRC_00095,ATIVO,FRN_417
2024-07-01,MRC_00096,CHURN,FRN_131
2024-07-01,MRC_00097,CHURN,FRN_244
2024-07-01,MRC_00098,ATIVO,FRN_430
2024-07-01,MRC_00099,ATIVO,FRN_323
2024-07-01,MRC_00100,ATIVO,FRN_050
2024-07-01,MRC_00101,ATIVO,FRN_231
2024-07-01,MRC_00102,REATIVADO,FRN_382
2024-07-01,MRC_00103,REATIVADO,FRN_172
2024-07-01,MRC_00104,PRE_CHURN,FRN_134
2024-07-01,MRC_00105,PRE_CHURN,FRN_185
2024-07-01,MRC_00106,ATIVO,FRN_185
2024-07-01,MRC_00107,ATIVO,FRN_287
2024-07-01,MRC_00108,REATIVADO,FRN_286
2024-07-01,MRC_00109,CHURN,FRN_478
2024-07-01,MRC_00110,CAPTADO,FRN_415
2024-07-01,MRC_00111,ATIVO,FRN_132
2024-07-01,MRC_00112,CAPTADO,FRN_177
2024-07-01,MRC_00113,REATIVADO,FRN_011
2024-07-01,MRC_00114,ATIVO,FRN_211
2024-07-01,MRC_00115,PRE_CHURN,FRN_063
2024-07-01,MRC_00116,ATIVO,FRN_180
2024-07-01,MRC_00117,REATIVADO,FRN_445
2024-07-01,MRC_00118,ATIVO,FRN_348
2024-07-01,MRC_00119,ATIVO,FRN_494
2024-07-01,MRC_00120,ATIVO,FRN_311
2024-07-01,MRC_00121,ATIVO,FRN_102
2024-07-01,MRC_00122,REATIVADO,FRN_296
2024-07-01,MRC_00123,PRE_CHURN,FRN_295
2024-07-01,MRC_00124,ATIVO,FRN_333
2024-07-01,MRC_00125,ATIVO,FRN_333
2024-07-01,MRC_00126,ATIVO,FRN_276
2024-07-01,MRC_00127,REATIVADO,FRN_090
2024-07-01,MRC_00128,ATIVO,FRN_400
2024-07-01,MRC_00129,CHURN,FRN_146
2024-07-01,MRC_00130,ATIVO,FRN_182
2024-07-01,MRC_00131,ATIVO,FRN_167
2024-07-01,MRC_00132,ATIVO,FRN_345
2024-07-01,MRC_00133,ATIVO,FRN_262
2024-07-01,MRC_00134,ATIVO,FRN_250
2024-07-01,MRC_00135,ATIVO,FRN_397
2024-07-01,MRC_00136,ATIVO,FRN_378
2024-07-01,MRC_00137,REATIVADO,FRN_229
2024-07-01,MRC_00138,ATIVO,FRN_456
2024-07-01,MRC_00139,ATIVO,FRN_041
2024-07-01,MRC_00140,REATIVADO,FRN_196
2024-07-01,MRC_00141,CHURN,FRN_315
2024-07-01,MRC_00142,ATIVO,FRN_147
2024-07-01,MRC_00143,REATIVADO,FRN_238
2024-07-01,MRC_00144,PRE_CHURN,FRN_324
2024-07-01,MRC_00145,CHURN,FRN_490
2024-07-01,MRC_00146,ATIVO,FRN_075
2024-07-01,MRC_00147,CHURN,FRN_445
2024-07-01,MRC_00148,ATIVO,FRN_086
2024-07-01,MRC_00149,ATIVO,FRN_328
2024-07-01,MRC_00150,ATIVO,FRN_414
2024-07-01,MRC_00151,ATIVO,FRN_476
2024-07-01,MRC_00152,PRE_CHURN,FRN_173
2024-07-01,MRC_00153,ATIVO,FRN_216
2024-07-01,MRC_00154,ATIVO,FRN_324
2024-07-01,MRC_00155,ATIVO,FRN_314
2024-07-01,MRC_00156,ATIVO,FRN_293
2024-07-01,MRC_00157,ATIVO,FRN_208
2024-07-01,MRC_00158,ATIVO,FRN_435
2024-07-01,MRC_00159,ATIVO,FRN_465
2024-07-01,MRC_00160,CAPTADO,FRN_037
2024-07-01,MRC_00161,ATIVO,FRN_041
2024-07-01,MRC_00162,REATIVADO,FRN_083
2024-07-01,MRC_00163,ATIVO,FRN_176
2024-07-01,MRC_00164,ATIVO,FRN_117
2024-07-01,MRC_00165,ATIVO,FRN_161
2024-07-01,MRC_00166,ATIVO,FRN_163
2024-07-01,MRC_00167,ATIVO,FRN_335
2024-07-01,MRC_00168,CHURN,FRN_150
2024-07-01,MRC_00169,REATIVADO,FRN_364
2024-07-01,MRC_00170,PRE_CHURN,FRN_137
2024-07-01,MRC_00171,ATIVO,FRN_310
2024-07-01,MRC_00172,ATIVO,FRN_331
2024-07-01,MRC_00173,ATIVO,FRN_203
2024-07-01,MRC_00174,CHURN,FRN_139
2024-07-01,MRC_00175,CHURN,FRN_455
2024-07-01,MRC_00176,ATIVO,FRN_228
2024-07-01,MRC_00177,ATIVO,FRN_400
2024-07-01,MRC_00178,ATIVO,FRN_442
2024-07-01,MRC_00179,CAPTADO,FRN_481
2024-07-01,MRC_00180,REATIVADO,FRN_186
2024-07-01,MRC_00181,ATIVO,FRN_383
2024-07-01,MRC_00182,ATIVO,FRN_301
2024-07-01,MRC_00183,REATIVADO,FRN_267
2024-07-01,MRC_00184,ATIVO,FRN_495
2024-07-01,MRC_00185,ATIVO,FRN_231
2024-07-01,MRC_00186,ATIVO,FRN_212
2024-07-01,MRC_00187,ATIVO,FRN_086
2024-07-01,MRC_00188,CAPTADO,FRN_095
2024-07-01,MRC_00189,ATIVO,FRN_438
2024-07-01,MRC_00190,REATIVADO,FRN_012
2024-07-01,MRC_00191,PRE_CHURN,FRN_065
2024-07-01,MRC_00192,ATIVO,FRN_373
2024-07-01,MRC_00193,REATIVADO,FRN_121
2024-07-01,MRC_00194,ATIVO,FRN_339
2024-07-01,MRC_00195,REATIVADO,FRN_129
2024-07-01,MRC_00196,ATIVO,FRN_482
2024-07-01,MRC_00197,ATIVO,FRN_381
2024-07-01,MRC_00198,ATIVO,FRN_359
2024-07-01,MRC_00199,ATIVO,FRN_384
2024-07-01,MRC_00200,CHURN,FRN_041
2024-07-01,MRC_00201,ATIVO,FRN_108
2024-07-01,MRC_00202,ATIVO,FRN_086
2024-07-01,MRC_00203,ATIVO,FRN_204
2024-07-01,MRC_00204,ATIVO,FRN_053
2024-07-01,MRC_00205,CHURN,FRN_049
2024-07-01,MRC_00206,CHURN,FRN_033
2024-07-01,MRC_00207,ATIVO,FRN_480
2024-07-01,MRC_00208,ATIVO,FRN_450
2024-07-01,MRC_00209,ATIVO,FRN_243
2024-07-01,MRC_00210,ATIVO,FRN_281
2024-07-01,MRC_00211,ATIVO,FRN_028
2024-07-01,MRC_00212,ATIVO,FRN_014
2024-07-01,MRC_00213,REATIVADO,FRN_395
2024-07-01,MRC_00214,ATIVO,FRN_204
2024-07-01,MRC_00215,ATIVO,FRN_269
2024-07-01,MRC_00216,ATIVO,FRN_392
2024-07-01,MRC_00217,PRE_CHURN,FRN_043
2024-07-01,MRC_00218,ATIVO,FRN_054
2024-07-01,MRC_00219,ATIVO,FRN_135
2024-07-01,MRC_00220,ATIVO,FRN_317
2024-07-01,MRC_00221,ATIVO,FRN_080
2024-07-01,MRC_00222,ATIVO,FRN_044
2024-07-01,MRC_00223,CHURN,FRN_336
2024-07-01,MRC_00224,REATIVADO,FRN_477
2024-07-01,MRC_00225,PRE_CHURN,FRN_454
2024-07-01,MRC_00226,CHURN,FRN_200
2024-07-01,MRC_00227,PRE_CHURN,FRN_159
2024-07-01,MRC_00228,REATIVADO,FRN_118
2024-07-01,MRC_00229,ATIVO,FRN_127
2024-07-01,MRC_00230,ATIVO,FRN_378
2024-07-01,MRC_00231,CAPTADO,FRN_146
2024-07-01,MRC_00232,ATIVO,FRN_227
2024-07-01,MRC_00233,ATIVO,FRN_321
2024-07-01,MRC_00234,PRE_CHURN,FRN_065
2024-07-01,MRC_00235,ATIVO,FRN_068
2024-07-01,MRC_00236,PRE_CHURN,FRN_270
2024-07-01,MRC_00237,PRE_CHURN,FRN_430
2024-07-01,MRC_00238,CAPTADO,FRN_088
2024-07-01,MRC_00239,ATIVO,FRN_015
2024-07-01,MRC_00240,ATIVO,FRN_018
2024-07-01,MRC_00241,ATIVO,FRN_340
2024-07-01,MRC_00242,ATIVO,FRN_183
2024-07-01,MRC_00243,PRE_CHURN,FRN_441
2024-07-01,MRC_00244,ATIVO,FRN_469
2024-07-01,MRC_00245,REATIVADO,FRN_167
2024-07-01,MRC_00246,CHURN,FRN_443
2024-07-01,MRC_00247,ATIVO,FRN_244
2024-07-01,MRC_00248,PRE_CHURN,FRN_240
2024-07-01,MRC_00249,ATIVO,FRN_500
2024-07-01,MRC_00250,PRE_CHURN,FRN_446
2024-07-01,MRC_00251,ATIVO,FRN_277
2024-07-01,MRC_00252,PRE_CHURN,FRN_479
2024-07-01,MRC_00253,ATIVO,FRN_140
2024-07-01,MRC_00254,CHURN,FRN_281
2024-07-01,MRC_00255,ATIVO,FRN_228
2024-07-01,MRC_00256,CAPTADO,FRN_070
2024-07-01,MRC_00257,ATIVO,FRN_497
2024-07-01,MRC_00258,REATIVADO,FRN_486
2024-07-01,MRC_00259,PRE_CHURN,FRN_358
2024-07-01,MRC_00260,CHURN,FRN_277
2024-07-01,MRC_00261,REATIVADO,FRN_091
2024-07-01,MRC_00262,ATIVO,FRN_303
2024-07-01,MRC_00263,ATIVO,FRN_306
2024-07-01,MRC_00264,CAPTADO,FRN_234
2024-07-01,MRC_00265,CHURN,FRN_324
2024-07-01,MRC_00266,CHURN,FRN_384
2024-07-01,MRC_00267,ATIVO,FRN_326
2024-07-01,MRC_00268,PRE_CHURN,FRN_450
2024-07-01,MRC_00269,PRE_CHURN,FRN_289
2024-07-01,MRC_00270,ATIVO,FRN_223
2024-07-01,MRC_00271,REATIVADO,FRN_269
2024-07-01,MRC_00272,ATIVO,FRN_328
2024-07-01,MRC_00273,CHURN,FRN_328
2024-07-01,MRC_00274,ATIVO,FRN_274
2024-07-01,MRC_00275,ATIVO,FRN_159
2024-07-01,MRC_00276,ATIVO,FRN_466
2024-07-01,MRC_00277,ATIVO,FRN_178
2024-07-01,MRC_00278,ATIVO,FRN_247
2024-07-01,MRC_00279,PRE_CHURN,FRN_277
2024-07-01,MRC_00280,ATIVO,FRN_117
2024-07-01,MRC_00281,PRE_CHURN,FRN_413
2024-07-01,MRC_00282,ATIVO,FRN_046
2024-07-01,MRC_00283,CHURN,FRN_227
2024-07-01,MRC_00284,ATIVO,FRN_158
2024-07-01,MRC_00285,ATIVO,FRN_188
2024-07-01,MRC_00286,ATIVO,FRN_212
2024-07-01,MRC_00287,ATIVO,FRN_134
2024-07-01,MRC_00288,ATIVO,FRN_080
2024-07-01,MRC_00289,CHURN,FRN_156
2024-07-01,MRC_00290,CAPTADO,FRN_006
2024-07-01,MRC_00291,ATIVO,FRN_001
2024-07-01,MRC_00292,REATIVADO,FRN_268
2024-07-01,MRC_00293,ATIVO,FRN_418
2024-07-01,MRC_00294,REATIVADO,FRN_389
2024-07-01,MRC_00295,CHURN,FRN_435
2024-07-01,MRC_00296,PRE_CHURN,FRN_070
2024-07-01,MRC_00297,ATIVO,FRN_177
2024-07-01,MRC_00298,ATIVO,FRN_147
2024-07-01,MRC_00299,ATIVO,FRN_241
2024-07-01,MRC_00300,ATIVO,FRN_274
2024-07-01,MRC_00301,CAPTADO,FRN_005
2024-07-01,MRC_00302,CHURN,FRN_353
2024-07-01,MRC_00303,ATIVO,FRN_473
2024-07-01,MRC_00304,ATIVO,FRN_252
2024-07-01,MRC_00305,ATIVO,FRN_485
2024-07-01,MRC_00306,ATIVO,FRN_387
2024-07-01,MRC_00307,ATIVO,FRN_245
2024-07-01,MRC_00308,CHURN,FRN_154
2024-07-01,MRC_00309,ATIVO,FRN_005
2024-07-01,MRC_00310,CHURN,FRN_393
2024-07-01,MRC_00311,PRE_CHURN,FRN_221
2024-07-01,MRC_00312,CHURN,FRN_409
2024-07-01,MRC_00313,CAPTADO,FRN_150
2024-07-01,MRC_00314,ATIVO,FRN_306
2024-07-01,MRC_00315,ATIVO,FRN_119
2024-07-01,MRC_00316,CHURN,FRN_408
2024-07-01,MRC_00317,PRE_CHURN,FRN_004
2024-07-01,MRC_00318,PRE_CHURN,FRN_281
2024-07-01,MRC_00319,CAPTADO,FRN_192
2024-07-01,MRC_00320,ATIVO,FRN_097
2024-07-01,MRC_00321,ATIVO,FRN_211
2024-07-01,MRC_00322,ATIVO,FRN_452
2024-07-01,MRC_00323,ATIVO,FRN_288
2024-07-01,MRC_00324,ATIVO,FRN_224
2024-07-01,MRC_00325,PRE_CHURN,FRN_203
2024-07-01,MRC_00326,CHURN,FRN_128
2024-07-01,MRC_00327,PRE_CHURN,FRN_084
2024-07-01,MRC_00328,PRE_CHURN,FRN_367
2024-07-01,MRC_00329,CHURN,FRN_378
2024-07-01,MRC_00330,ATIVO,FRN_331
2024-07-01,MRC_00331,CAPTADO,FRN_200
2024-07-01,MRC_00332,PRE_CHURN,FRN_425
2024-07-01,MRC_00333,ATIVO,FRN_194
2024-07-01,MRC_00334,ATIVO,FRN_113
2024-07-01,MRC_00335,ATIVO,FRN_135
2024-07-01,MRC_00336,ATIVO,FRN_041
2024-07-01,MRC_00337,ATIVO,FRN_217
2024-07-01,MRC_00338,ATIVO,FRN_321
2024-07-01,MRC_00339,ATIVO,FRN_123
2024-07-01,MRC_00340,ATIVO,FRN_265
2024-07-01,MRC_00341,CHURN,FRN_392
2024-07-01,MRC_00342,CHURN,FRN_410
2024-07-01,MRC_00343,REATIVADO,FRN_466
2024-07-01,MRC_00344,CHURN,FRN_314
2024-07-01,MRC_00345,ATIVO,FRN_414
2024-07-01,MRC_00346,REATIVADO,FRN_356
2024-07-01,MRC_00347,ATIVO,FRN_351
2024-07-01,MRC_00348,PRE_CHURN,FRN_140
2024-07-01,MRC_00349,ATIVO,FRN_146
2024-07-01,MRC_00350,REATIVADO,FRN_333
2024-07-01,MRC_00351,ATIVO,FRN_381
2024-07-01,MRC_00352,ATIVO,FRN_273
2024-07-01,MRC_00353,REATIVADO,FRN_415
2024-07-01,MRC_00354,PRE_CHURN,FRN_138
2024-07-01,MRC_00355,ATIVO,FRN_212
2024-07-01,MRC_00356,PRE_CHURN,FRN_097
2024-07-01,MRC_00357,ATIVO,FRN_437
2024-07-01,MRC_00358,PRE_CHURN,FRN_036
2024-07-01,MRC_00359,CAPTADO,FRN_094
2024-07-01,MRC_00360,REATIVADO,FRN_070
2024-07-01,MRC_00361,ATIVO,FRN_149
2024-07-01,MRC_00362,CHURN,FRN_057
2024-07-01,MRC_00363,ATIVO,FRN_327
2024-07-01,MRC_00364,ATIVO,FRN_234
2024-07-01,MRC_00365,ATIVO,FRN_317
2024-07-01,MRC_00366,ATIVO,FRN_232
2024-07-01,MRC_00367,ATIVO,FRN_140
2024-07-01,MRC_00368,REATIVADO,FRN_359
2024-07-01,MRC_00369,ATIVO,FRN_319
2024-07-01,MRC_00370,ATIVO,FRN_252
2024-07-01,MRC_00371,CAPTADO,FRN_097
2024-07-01,MRC_00372,ATIVO,FRN_165
2024-07-01,MRC_00373,ATIVO,FRN_010
2024-07-01,MRC_00374,CHURN,FRN_078
2024-07-01,MRC_00375,ATIVO,FRN_026
2024-07-01,MRC_00376,ATIVO,FRN_497
2024-07-01,MRC_00377,ATIVO,FRN_274
2024-07-01,MRC_00378,CHURN,FRN_012
2024-07-01,MRC_00379,PRE_CHURN,FRN_096
2024-07-01,MRC_00380,CHURN,FRN_498
2024-07-01,MRC_00381,ATIVO,FRN_053
2024-07-01,MRC_00382,CHURN,FRN_145
2024-07-01,MRC_00383,REATIVADO,FRN_138
2024-07-01,MRC_00384,CHURN,FRN_065
2024-07-01,MRC_00385,CAPTADO,FRN_367
2024-07-01,MRC_00386,PRE_CHURN,FRN_225
2024-07-01,MRC_00387,ATIVO,FRN_373
2024-07-01,MRC_00388,ATIVO,FRN_005
2024-07-01,MRC_00389,ATIVO,FRN_120
2024-07-01,MRC_00390,PRE_CHURN,FRN_047
2024-07-01,MRC_00391,CHURN,FRN_078
2024-07-01,MRC_00392,PRE_CHURN,FRN_008
2024-07-01,MRC_00393,PRE_CHURN,FRN_253
2024-07-01,MRC_00394,PRE_CHURN,FRN_112
2024-07-01,MRC_00395,PRE_CHURN,FRN_176
2024-07-01,MRC_00396,ATIVO,FRN_216
2024-07-01,MRC_00397,ATIVO,FRN_160
2024-07-01,MRC_00398,REATIVADO,FRN_403
2024-07-01,MRC_00399,ATIVO,FRN_410
2024-07-01,MRC_00400,REATIVADO,FRN_256
2024-07-01,MRC_00401,REATIVADO,FRN_191
2024-07-01,MRC_00402,ATIVO,FRN_238
2024-07-01,MRC_00403,CHURN,FRN_357
2024-07-01,MRC_00404,ATIVO,FRN_406
2024-07-01,MRC_00405,ATIVO,FRN_017
2024-07-01,MRC_00406,ATIVO,FRN_170
2024-07-01,MRC_00407,CHURN,FRN_042
2024-07-01,MRC_00408,CHURN,FRN_432
2024-07-01,MRC_00409,ATIVO,FRN_385
2024-07-01,MRC_00410,ATIVO,FRN_488
2024-07-01,MRC_00411,ATIVO,FRN_075
2024-07-01,MRC_00412,ATIVO,FRN_029
2024-07-01,MRC_00413,ATIVO,FRN_137
2024-07-01,MRC_00414,PRE_CHURN,FRN_398
2024-07-01,MRC_00415,REATIVADO,FRN_201
2024-07-01,MRC_00416,PRE_CHURN,FRN_037
2024-07-01,MRC_00417,ATIVO,FRN_279
2024-07-01,MRC_00418,ATIVO,FRN_241
2024-07-01,MRC_00419,REATIVADO,FRN_093
2024-07-01,MRC_00420,PRE_CHURN,FRN_099
2024-07-01,MRC_00421,ATIVO,FRN_459
2024-07-01,MRC_00422,ATIVO,FRN_431
2024-07-01,MRC_00423,REATIVADO,FRN_129
2024-07-01,MRC_00424,ATIVO,FRN_419
2024-07-01,MRC_00425,PRE_CHURN,FRN_196
2024-07-01,MRC_00426,ATIVO,FRN_425
2024-07-01,MRC_00427,ATIVO,FRN_007
2024-07-01,MRC_00428,PRE_CHURN,FRN_063
2024-07-01,MRC_00429,ATIVO,FRN_499
2024-07-01,MRC_00430,ATIVO,FRN_394
2024-07-01,MRC_00431,ATIVO,FRN_366
2024-07-01,MRC_00432,PRE_CHURN,FRN_128
2024-07-01,MRC_00433,REATIVADO,FRN_198
2024-07-01,MRC_00434,ATIVO,FRN_395
2024-07-01,MRC_00435,REATIVADO,FRN_500
2024-07-01,MRC_00436,CAPTADO,FRN_227
2024-07-01,MRC_00437,ATIVO,FRN_127
2024-07-01,MRC_00438,ATIVO,FRN_378
2024-07-01,MRC_00439,PRE_CHURN,FRN_018
2024-07-01,MRC_00440,ATIVO,FRN_102
2024-07-01,MRC_00441,CAPTADO,FRN_236
2024-07-01,MRC_00442,ATIVO,FRN_377
2024-07-01,MRC_00443,ATIVO,FRN_395
2024-07-01,MRC_00444,CHURN,FRN_049
2024-07-01,MRC_00445,ATIVO,FRN_267
2024-07-01,MRC_00446,ATIVO,FRN_341
2024-07-01,MRC_00447,ATIVO,FRN_107
2024-07-01,MRC_00448,ATIVO,FRN_243
2024-07-01,MRC_00449,REATIVADO,FRN_200
2024-07-01,MRC_00450,ATIVO,FRN_349
2024-07-01,MRC_00451,CAPTADO,FRN_493
2024-07-01,MRC_00452,REATIVADO,FRN_160
2024-07-01,MRC_00453,ATIVO,FRN_480
2024-07-01,MRC_00454,PRE_CHURN,FRN_166
2024-07-01,MRC_00455,REATIVADO,FRN_082
2024-07-01,MRC_00456,ATIVO,FRN_323
2024-07-01,MRC_00457,ATIVO,FRN_373
2024-07-01,MRC_00458,CAPTADO,FRN_022
2024-07-01,MRC_00459,REATIVADO,FRN_382
2024-07-01,MRC_00460,PRE_CHURN,FRN_480
2024-07-01,MRC_00461,ATIVO,FRN_282
2024-07-01,MRC_00462,ATIVO,FRN_267
2024-07-01,MRC_00463,PRE_CHURN,FRN_063
2024-07-01,MRC_00464,ATIVO,FRN_130
2024-07-01,MRC_00465,ATIVO,FRN_247
2024-07-01,MRC_00466,ATIVO,FRN_327
2024-07-01,MRC_00467,PRE_CHURN,FRN_153
2024-07-01,MRC_00468,ATIVO,FRN_102
2024-07-01,MRC_00469,ATIVO,FRN_185
2024-07-01,MRC_00470,REATIVADO,FRN_455
2024-07-01,MRC_00471,ATIVO,FRN_027
2024-07-01,MRC_00472,ATIVO,FRN_443
2024-07-01,MRC_00473,PRE_CHURN,FRN_342
2024-07-01,MRC_00474,ATIVO,FRN_112
2024-07-01,MRC_00475,PRE_CHURN,FRN_499
2024-07-01,MRC_00476,ATIVO,FRN_058
2024-07-01,MRC_00477,ATIVO,FRN_121
2024-07-01,MRC_00478,ATIVO,FRN_325
2024-07-01,MRC_00479,REATIVADO,FRN_223
2024-07-01,MRC_00480,PRE_CHURN,FRN_167
2024-07-01,MRC_00481,ATIVO,FRN_008
2024-07-01,MRC_00482,ATIVO,FRN_086
2024-07-01,MRC_00483,CAPTADO,FRN_407
2024-07-01,MRC_00484,CHURN,FRN_142
2024-07-01,MRC_00485,CHURN,FRN_300
2024-07-01,MRC_00486,ATIVO,FRN_062
2024-07-01,MRC_00487,ATIVO,FRN_203
2024-07-01,MRC_00488,ATIVO,FRN_405
2024-07-01,MRC_00489,CHURN,FRN_125
2024-07-01,MRC_00490,ATIVO,FRN_005
2024-07-01,MRC_00491,ATIVO,FRN_497
2024-07-01,MRC_00492,ATIVO,FRN_022
2024-07-01,MRC_00493,ATIVO,FRN_298
2024-07-01,MRC_00494,ATIVO,FRN_402
2024-07-01,MRC_00495,ATIVO,FRN_354
2024-07-01,MRC_00496,ATIVO,FRN_244
2024-07-01,MRC_00497,ATIVO,FRN_353
2024-07-01,MRC_00498,ATIVO,FRN_306
2024-07-01,MRC_00499,ATIVO,FRN_080
2024-07-01,MRC_00500,CHURN,FRN_191
2024-07-01,MRC_00501,PRE_CHURN,FRN_395
2024-07-01,MRC_00502,PRE_CHURN,FRN_046
2024-07-01,MRC_00503,ATIVO,FRN_128
2024-07-01,MRC_00504,PRE_CHURN,FRN_081
2024-07-01,MRC_00505,ATIVO,FRN_256
2024-07-01,MRC_00506,ATIVO,FRN_047
2024-07-01,MRC_00507,ATIVO,FRN_352
2024-07-01,MRC_00508,ATIVO,FRN_317
2024-07-01,MRC_00509,ATIVO,FRN_174
2024-07-01,MRC_00510,CAPTADO,FRN_477
2024-07-01,MRC_00511,ATIVO,FRN_497
2024-07-01,MRC_00512,ATIVO,FRN_389
2024-07-01,MRC_00513,PRE_CHURN,FRN_321
2024-07-01,MRC_00514,ATIVO,FRN_031
2024-07-01,MRC_00515,CHURN,FRN_031
2024-07-01,MRC_00516,ATIVO,FRN_183
2024-07-01,MRC_00517,ATIVO,FRN_331
2024-07-01,MRC_00518,CHURN,FRN_079
2024-07-01,MRC_00519,ATIVO,FRN_360
2024-07-01,MRC_00520,REATIVADO,FRN_275
2024-07-01,MRC_00521,ATIVO,FRN_406
2024-07-01,MRC_00522,ATIVO,FRN_055
2024-07-01,MRC_00523,ATIVO,FRN_065
2024-07-01,MRC_00524,CHURN,FRN_250
2024-07-01,MRC_00525,ATIVO,FRN_120
2024-07-01,MRC_00526,ATIVO,FRN_163
